path,class
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000068.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000193.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000059.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000030.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000371.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000099.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000162.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000309.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000165.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000365.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000210.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000186.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000290.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000255.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000008.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000042.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000205.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000005.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000043.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000151.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000020.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000283.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000364.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000105.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000353.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000134.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000071.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000276.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000248.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000354.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000168.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000217.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000271.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000346.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000123.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000267.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000282.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000185.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000009.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000058.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000064.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000240.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000320.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000345.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000029.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000033.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000269.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000175.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000263.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000113.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000183.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000189.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000266.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000379.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000137.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000124.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000084.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000367.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000025.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000158.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000318.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000340.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000104.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000216.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000177.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000328.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000227.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000192.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000236.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000015.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000343.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000352.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000006.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000374.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000153.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000179.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000198.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000178.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000230.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000133.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000045.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000109.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000229.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000191.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000297.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000274.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000097.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000319.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000384.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000154.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000013.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000208.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000098.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000047.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000085.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000096.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000360.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000170.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000139.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000023.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000289.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000265.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000370.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000349.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000243.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000302.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000055.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000128.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000034.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000131.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000350.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000051.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000278.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000103.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000373.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000060.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000082.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000110.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000326.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000273.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000231.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000161.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000202.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000212.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000250.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000166.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000361.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000359.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000312.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000284.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000341.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000304.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000225.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000245.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000264.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000182.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000294.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000380.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000080.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000125.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000087.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000197.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000285.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000164.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000172.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000281.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000246.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000041.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000147.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000081.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000355.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000385.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000299.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/dumbbell/clipart_101_000207.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000098.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000048.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000125.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000214.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000152.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000009.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000211.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000010.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000025.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000199.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000119.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000055.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000042.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000093.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000213.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000141.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000100.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000047.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000017.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000194.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000077.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000022.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000002.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000075.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000033.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000050.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000052.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000109.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000021.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000169.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000156.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000207.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000053.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000140.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000038.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000139.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000164.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000171.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000158.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000205.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000124.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000160.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000012.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000195.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000198.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000070.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000200.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000172.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000178.jpg,i
